Species,Date,Count,Observer,Location,Comments
THICK-BILLED GREEN-PIGEON Treron curvirostra,2005-08-21,2,(DA/NK/LKS),Nee Soon,"At Sime Road, 3 were seen on 10/7 (TPL) and 1 male on 24/7 (AC). 1 at Nee Soon, 10/7 (YDL).  3 at Upper Seletar Reservoir, 7/8 (DA/NK/LKS) and 2 at Nee Soon, 21/8 (DA/NK/LKS)."
PIED IMPERIAL PIGEON Ducula bicolor,2005-07-14,1,(LKS),Tuas West Drive,"1 over Tuas West Drive, 14/7 (LKS)."
WHITE-BROWED CRAKE Porzana cinerea,2005-07-10,1,(AC),Lorong Halus,"1 at Lorong Halus, 10/7 (AC).  2 at Lorong Halus, 18/9 (AC)."
WHITE-BROWED CRAKE Porzana cinerea,2005-09-18,2,(AC),Lorong Halus,"1 at Lorong Halus, 10/7 (AC).  2 at Lorong Halus, 18/9 (AC)."
RED-LEGGED CRAKE Rallina fasciata,2005-07-10,1,(YDL),Nee Soon,"1 at Nee Soon, 10/7 (YDL)."
WHIMBREL Numenius phaeopus,2005-07-10,2,(LKK/,Sungei Mandai,"2 at Sungei Mandai, 10/7 (LKK/TSk).  27 counted at Sungei Mandai, 18/9 (LKK), 164 at SBWR, 18/9 (DA/PAH), 1 at Lorong Halus, 18/9 (AC/AVC) and 250 at Sungei Pangsua, 25/9 (LKS)."
WHIMBREL Numenius phaeopus,2005-09-18,27,(LKK),Sungei Mandai,"2 at Sungei Mandai, 10/7 (LKK/TSk).  27 counted at Sungei Mandai, 18/9 (LKK), 164 at SBWR, 18/9 (DA/PAH), 1 at Lorong Halus, 18/9 (AC/AVC) and 250 at Sungei Pangsua, 25/9 (LKS)."
WHIMBREL Numenius phaeopus,2005-09-18,164,(DA/PAH),SBWR,"2 at Sungei Mandai, 10/7 (LKK/TSk).  27 counted at Sungei Mandai, 18/9 (LKK), 164 at SBWR, 18/9 (DA/PAH), 1 at Lorong Halus, 18/9 (AC/AVC) and 250 at Sungei Pangsua, 25/9 (LKS)."
WHIMBREL Numenius phaeopus,2005-09-18,1,(AC/AVC),Lorong Halus,"2 at Sungei Mandai, 10/7 (LKK/TSk).  27 counted at Sungei Mandai, 18/9 (LKK), 164 at SBWR, 18/9 (DA/PAH), 1 at Lorong Halus, 18/9 (AC/AVC) and 250 at Sungei Pangsua, 25/9 (LKS)."
WHIMBREL Numenius phaeopus,2005-09-25,250,(LKS),Sungei Pangsua,"2 at Sungei Mandai, 10/7 (LKK/TSk).  27 counted at Sungei Mandai, 18/9 (LKK), 164 at SBWR, 18/9 (DA/PAH), 1 at Lorong Halus, 18/9 (AC/AVC) and 250 at Sungei Pangsua, 25/9 (LKS)."
COMMON SANDPIPER Tringa hypoleucos,2005-07-10,1,(LKK/TSK),Sungei Mandai,"1 seen at Sungei Mandai, 10/7 (LKK/TSK). Another seen at Lower Seletar Dam, 31/7 (LKS).  14 counted at Sungei Mandai, 18/9 (LKK), 5 at Lorong Halus, 18/9 (AC/AVC) and 12 at Sungei Pangsua, 25/9 (LKS)."
COMMON SANDPIPER Tringa hypoleucos,2005-07-31,1,(LKS),Lower Seletar Dam,"1 seen at Sungei Mandai, 10/7 (LKK/TSK). Another seen at Lower Seletar Dam, 31/7 (LKS).  14 counted at Sungei Mandai, 18/9 (LKK), 5 at Lorong Halus, 18/9 (AC/AVC) and 12 at Sungei Pangsua, 25/9 (LKS)."
COMMON SANDPIPER Tringa hypoleucos,2005-09-18,14,(LKK),Sungei Mandai,"1 seen at Sungei Mandai, 10/7 (LKK/TSK). Another seen at Lower Seletar Dam, 31/7 (LKS).  14 counted at Sungei Mandai, 18/9 (LKK), 5 at Lorong Halus, 18/9 (AC/AVC) and 12 at Sungei Pangsua, 25/9 (LKS)."
COMMON SANDPIPER Tringa hypoleucos,2005-09-18,5,(AC/AVC),Lorong Halus,"1 seen at Sungei Mandai, 10/7 (LKK/TSK). Another seen at Lower Seletar Dam, 31/7 (LKS).  14 counted at Sungei Mandai, 18/9 (LKK), 5 at Lorong Halus, 18/9 (AC/AVC) and 12 at Sungei Pangsua, 25/9 (LKS)."
COMMON SANDPIPER Tringa hypoleucos,2005-09-25,12,(LKS),Sungei Pangsua,"1 seen at Sungei Mandai, 10/7 (LKK/TSK). Another seen at Lower Seletar Dam, 31/7 (LKS).  14 counted at Sungei Mandai, 18/9 (LKK), 5 at Lorong Halus, 18/9 (AC/AVC) and 12 at Sungei Pangsua, 25/9 (LKS)."
GREATER PAINTED-SNIPE Rostratula benghalensis,2005-07-17,3,(LKS/MS),Punggol,"1 female and 2 males in open ditch at Punggol, 17/7 (LKS/MS)."
RED-WATTLED LAPWING Vanellus indicus,2005-07-10,7,(HFH/NK/IT),Neo Tiew,"7 seen at Neo Tiew Lane 2, 10/7 (HFH/NK/IT) and 3 at Tuas Grassland, 16/7 (LKS/MS).   Singapore Avifauna Volume 19 No 3"
RED-WATTLED LAPWING Vanellus indicus,2005-07-16,3,(LKS/MS),Tuas Grassland,"7 seen at Neo Tiew Lane 2, 10/7 (HFH/NK/IT) and 3 at Tuas Grassland, 16/7 (LKS/MS).   Singapore Avifauna Volume 19 No 3"
BLACK-NAPED TERN Sterna sumatrana,2005-07-16,2,(LKS/MS),Sentosa,"2 seen off Sentosa, 16/7 (LKS/MS)."
LITTLE TERN Sterna albifrons,2005-07-03,2,(DA/NK/LKS/JR),Upper Peirce,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
LITTLE TERN Sterna albifrons,2005-07-10,10,(HFH/NK/IT),Neo Tiew,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
LITTLE TERN Sterna albifrons,2005-07-10,6,(AC),Lorong Halus,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
LITTLE TERN Sterna albifrons,2005-07-16,1,(LKS/MS),John,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
LITTLE TERN Sterna albifrons,2005-07-17,12,(LKS/MS),Tanjong Piai National Park,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
LITTLE TERN Sterna albifrons,2005-07-17,50,(LKS/MS),Kukup Island,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
LITTLE TERN Sterna albifrons,2005-09-04,3,(DA/YNK/LKS/JR),John,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
LITTLE TERN Sterna albifrons,2005-09-18,2,(AC/AVC),Lorong Halus,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
LITTLE TERN Sterna albifrons,2005-09-18,8,(AJ),Pulau Ubin,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
LITTLE TERN Sterna albifrons,2005-09-18,15,(LKK),Sungei Mandai,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
LITTLE TERN Sterna albifrons,2005-09-25,15,(LKS),Kranji Dam,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
LITTLE TERN Sterna albifrons,2005-09-25,50,(LKS),Sungei Pangsua,"2 seen at Upper Peirce Reservoir, 3/7 (DA/NK/LKS/JR), 10 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT), 6 at Lorong Halus, 10/7 (AC) and 1 off St. John’s Island, 16/7 (LKS/MS).  12 at Tanjong Piai National Park, 17/7 (LKS/MS) and 50 at Kukup Island, 17/7 (LKS/MS).   3 off St. John’s Island, 4/9 (DA/YNK/LKS/JR), 2 at Lorong Halus, 18/9 (AC/AVC), 8 off Pulau Ubin, 18/9 (AJ), 15 at Sungei Mandai, 18/9 (LKK), 15 at Kranji Dam, 25/9 (LKS) and 50 at Sungei Pangsua, 25/9 (LKS)."
OSPREY Pandion haliaetus,2005-07-10,1,(LKK/,Sungei Mandai,"1 at Sungei Mandai, 10/7 (LKK/TSk).  1 at Sungei Mandai, 18/9 (LKK)."
OSPREY Pandion haliaetus,2005-09-18,1,(LKK),Sungei Mandai,"1 at Sungei Mandai, 10/7 (LKK/TSk).  1 at Sungei Mandai, 18/9 (LKK)."
GREY-HEADED FISH-EAGLE /chthyophaga ichthyaetus,2005-07-31,1,(DA/NK/LKS),MacRitchie,"1 seen perched on a tree at MacRitchie Reservoir, 31/7 (DA/NK/LKS). 1 heard at MacRitchie Reservoir, 8/7, 13/7 and 2 heard on 18/7 (all LKC) and 1 at Nee Soon, 10/7 (YDL).  1 adult seen at Sime Road, 14/9 (LF) and 1 immature at Island Club Road, 14/9 (LF). Also 2 at MacRitchie Reservoir, 18/9 (LKS)."
GREY-HEADED FISH-EAGLE /chthyophaga ichthyaetus,2005-07-08,1,(all LKC),MacRitchie Reservoir,"1 seen perched on a tree at MacRitchie Reservoir, 31/7 (DA/NK/LKS). 1 heard at MacRitchie Reservoir, 8/7, 13/7 and 2 heard on 18/7 (all LKC) and 1 at Nee Soon, 10/7 (YDL).  1 adult seen at Sime Road, 14/9 (LF) and 1 immature at Island Club Road, 14/9 (LF). Also 2 at MacRitchie Reservoir, 18/9 (LKS)."
GREY-HEADED FISH-EAGLE /chthyophaga ichthyaetus,2005-07-13,1,(YDL),Nee Soon,"1 seen perched on a tree at MacRitchie Reservoir, 31/7 (DA/NK/LKS). 1 heard at MacRitchie Reservoir, 8/7, 13/7 and 2 heard on 18/7 (all LKC) and 1 at Nee Soon, 10/7 (YDL).  1 adult seen at Sime Road, 14/9 (LF) and 1 immature at Island Club Road, 14/9 (LF). Also 2 at MacRitchie Reservoir, 18/9 (LKS)."
GREY-HEADED FISH-EAGLE /chthyophaga ichthyaetus,2005-07-18,1,(LF),Sime Road,"1 seen perched on a tree at MacRitchie Reservoir, 31/7 (DA/NK/LKS). 1 heard at MacRitchie Reservoir, 8/7, 13/7 and 2 heard on 18/7 (all LKC) and 1 at Nee Soon, 10/7 (YDL).  1 adult seen at Sime Road, 14/9 (LF) and 1 immature at Island Club Road, 14/9 (LF). Also 2 at MacRitchie Reservoir, 18/9 (LKS)."
GREY-HEADED FISH-EAGLE /chthyophaga ichthyaetus,2005-07-10,1,(LF),Island Club Road,"1 seen perched on a tree at MacRitchie Reservoir, 31/7 (DA/NK/LKS). 1 heard at MacRitchie Reservoir, 8/7, 13/7 and 2 heard on 18/7 (all LKC) and 1 at Nee Soon, 10/7 (YDL).  1 adult seen at Sime Road, 14/9 (LF) and 1 immature at Island Club Road, 14/9 (LF). Also 2 at MacRitchie Reservoir, 18/9 (LKS)."
GREY-HEADED FISH-EAGLE /chthyophaga ichthyaetus,2005-09-14,2,(LKS),MacRitchie Reservoir,"1 seen perched on a tree at MacRitchie Reservoir, 31/7 (DA/NK/LKS). 1 heard at MacRitchie Reservoir, 8/7, 13/7 and 2 heard on 18/7 (all LKC) and 1 at Nee Soon, 10/7 (YDL).  1 adult seen at Sime Road, 14/9 (LF) and 1 immature at Island Club Road, 14/9 (LF). Also 2 at MacRitchie Reservoir, 18/9 (LKS)."
CRESTED GOSHAWK Accipiter trivirgatus,2005-07-10,1,(LKC/WCC),Ubin West,"1 at Ubin West, 10/7 (LKC/WCC)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-07-03,1,(DA/NK/LKS/JR),Mandai,"1 seen over Mandai forest, 3/7 (DA/NK/LKS/JR), 1 at Bukit Brown, 9/7 (GSG/Wk), 1 at Sunset Way, 9/7 (LBW), 1 at BTNR, 10/7 (ACW), 1 at Sime Road, 10/7 (TPL), 1 at Nee Soon, 10/7 (YDL), 2 at Khatib Bongsu, 10/7 (HHC/CN), 3 at Ubin West, 10/7 (LKCAWCC), 1 seen flying to a drain to bathe at Tyersall Woods, 16/7 (LKS/MS), 1 on a tree along Bukit Timah Expressway (near KJE exit) on 21/7 (LKS) and 1 heard at MacRitchie Reservoir, 31/7 (DA/NK/LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-07-09,1,(GSG/,Bukit Brown,"1 seen over Mandai forest, 3/7 (DA/NK/LKS/JR), 1 at Bukit Brown, 9/7 (GSG/Wk), 1 at Sunset Way, 9/7 (LBW), 1 at BTNR, 10/7 (ACW), 1 at Sime Road, 10/7 (TPL), 1 at Nee Soon, 10/7 (YDL), 2 at Khatib Bongsu, 10/7 (HHC/CN), 3 at Ubin West, 10/7 (LKCAWCC), 1 seen flying to a drain to bathe at Tyersall Woods, 16/7 (LKS/MS), 1 on a tree along Bukit Timah Expressway (near KJE exit) on 21/7 (LKS) and 1 heard at MacRitchie Reservoir, 31/7 (DA/NK/LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-07-09,1,(LBW),Sunset Way,"1 seen over Mandai forest, 3/7 (DA/NK/LKS/JR), 1 at Bukit Brown, 9/7 (GSG/Wk), 1 at Sunset Way, 9/7 (LBW), 1 at BTNR, 10/7 (ACW), 1 at Sime Road, 10/7 (TPL), 1 at Nee Soon, 10/7 (YDL), 2 at Khatib Bongsu, 10/7 (HHC/CN), 3 at Ubin West, 10/7 (LKCAWCC), 1 seen flying to a drain to bathe at Tyersall Woods, 16/7 (LKS/MS), 1 on a tree along Bukit Timah Expressway (near KJE exit) on 21/7 (LKS) and 1 heard at MacRitchie Reservoir, 31/7 (DA/NK/LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-07-10,1,(ACW),BTNR,"1 seen over Mandai forest, 3/7 (DA/NK/LKS/JR), 1 at Bukit Brown, 9/7 (GSG/Wk), 1 at Sunset Way, 9/7 (LBW), 1 at BTNR, 10/7 (ACW), 1 at Sime Road, 10/7 (TPL), 1 at Nee Soon, 10/7 (YDL), 2 at Khatib Bongsu, 10/7 (HHC/CN), 3 at Ubin West, 10/7 (LKCAWCC), 1 seen flying to a drain to bathe at Tyersall Woods, 16/7 (LKS/MS), 1 on a tree along Bukit Timah Expressway (near KJE exit) on 21/7 (LKS) and 1 heard at MacRitchie Reservoir, 31/7 (DA/NK/LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-07-10,1,(TPL),Sime Road,"1 seen over Mandai forest, 3/7 (DA/NK/LKS/JR), 1 at Bukit Brown, 9/7 (GSG/Wk), 1 at Sunset Way, 9/7 (LBW), 1 at BTNR, 10/7 (ACW), 1 at Sime Road, 10/7 (TPL), 1 at Nee Soon, 10/7 (YDL), 2 at Khatib Bongsu, 10/7 (HHC/CN), 3 at Ubin West, 10/7 (LKCAWCC), 1 seen flying to a drain to bathe at Tyersall Woods, 16/7 (LKS/MS), 1 on a tree along Bukit Timah Expressway (near KJE exit) on 21/7 (LKS) and 1 heard at MacRitchie Reservoir, 31/7 (DA/NK/LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-07-10,1,(YDL),Nee Soon,"1 seen over Mandai forest, 3/7 (DA/NK/LKS/JR), 1 at Bukit Brown, 9/7 (GSG/Wk), 1 at Sunset Way, 9/7 (LBW), 1 at BTNR, 10/7 (ACW), 1 at Sime Road, 10/7 (TPL), 1 at Nee Soon, 10/7 (YDL), 2 at Khatib Bongsu, 10/7 (HHC/CN), 3 at Ubin West, 10/7 (LKCAWCC), 1 seen flying to a drain to bathe at Tyersall Woods, 16/7 (LKS/MS), 1 on a tree along Bukit Timah Expressway (near KJE exit) on 21/7 (LKS) and 1 heard at MacRitchie Reservoir, 31/7 (DA/NK/LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-07-10,2,(HHC/CN),Khatib Bongsu,"1 seen over Mandai forest, 3/7 (DA/NK/LKS/JR), 1 at Bukit Brown, 9/7 (GSG/Wk), 1 at Sunset Way, 9/7 (LBW), 1 at BTNR, 10/7 (ACW), 1 at Sime Road, 10/7 (TPL), 1 at Nee Soon, 10/7 (YDL), 2 at Khatib Bongsu, 10/7 (HHC/CN), 3 at Ubin West, 10/7 (LKCAWCC), 1 seen flying to a drain to bathe at Tyersall Woods, 16/7 (LKS/MS), 1 on a tree along Bukit Timah Expressway (near KJE exit) on 21/7 (LKS) and 1 heard at MacRitchie Reservoir, 31/7 (DA/NK/LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-07-10,3,(LKCAWCC),Ubin West,"1 seen over Mandai forest, 3/7 (DA/NK/LKS/JR), 1 at Bukit Brown, 9/7 (GSG/Wk), 1 at Sunset Way, 9/7 (LBW), 1 at BTNR, 10/7 (ACW), 1 at Sime Road, 10/7 (TPL), 1 at Nee Soon, 10/7 (YDL), 2 at Khatib Bongsu, 10/7 (HHC/CN), 3 at Ubin West, 10/7 (LKCAWCC), 1 seen flying to a drain to bathe at Tyersall Woods, 16/7 (LKS/MS), 1 on a tree along Bukit Timah Expressway (near KJE exit) on 21/7 (LKS) and 1 heard at MacRitchie Reservoir, 31/7 (DA/NK/LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-07-16,1,(LKS/MS),Tyersall Woods,"1 seen over Mandai forest, 3/7 (DA/NK/LKS/JR), 1 at Bukit Brown, 9/7 (GSG/Wk), 1 at Sunset Way, 9/7 (LBW), 1 at BTNR, 10/7 (ACW), 1 at Sime Road, 10/7 (TPL), 1 at Nee Soon, 10/7 (YDL), 2 at Khatib Bongsu, 10/7 (HHC/CN), 3 at Ubin West, 10/7 (LKCAWCC), 1 seen flying to a drain to bathe at Tyersall Woods, 16/7 (LKS/MS), 1 on a tree along Bukit Timah Expressway (near KJE exit) on 21/7 (LKS) and 1 heard at MacRitchie Reservoir, 31/7 (DA/NK/LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-07-21,1,(LKS),KJE,"1 seen over Mandai forest, 3/7 (DA/NK/LKS/JR), 1 at Bukit Brown, 9/7 (GSG/Wk), 1 at Sunset Way, 9/7 (LBW), 1 at BTNR, 10/7 (ACW), 1 at Sime Road, 10/7 (TPL), 1 at Nee Soon, 10/7 (YDL), 2 at Khatib Bongsu, 10/7 (HHC/CN), 3 at Ubin West, 10/7 (LKCAWCC), 1 seen flying to a drain to bathe at Tyersall Woods, 16/7 (LKS/MS), 1 on a tree along Bukit Timah Expressway (near KJE exit) on 21/7 (LKS) and 1 heard at MacRitchie Reservoir, 31/7 (DA/NK/LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-07-31,1,(DA/NK/LKS),MacRitchie,"1 seen over Mandai forest, 3/7 (DA/NK/LKS/JR), 1 at Bukit Brown, 9/7 (GSG/Wk), 1 at Sunset Way, 9/7 (LBW), 1 at BTNR, 10/7 (ACW), 1 at Sime Road, 10/7 (TPL), 1 at Nee Soon, 10/7 (YDL), 2 at Khatib Bongsu, 10/7 (HHC/CN), 3 at Ubin West, 10/7 (LKCAWCC), 1 seen flying to a drain to bathe at Tyersall Woods, 16/7 (LKS/MS), 1 on a tree along Bukit Timah Expressway (near KJE exit) on 21/7 (LKS) and 1 heard at MacRitchie Reservoir, 31/7 (DA/NK/LKS)."
LITTLE GREBE Tachybaptus ruficollis,2005-07-10,2,(AC),Lorong Halus,"2 at Lorong Halus, 10/7 (AC).  1 at Lorong Halus, 18/9 (AC/AVC)."
LITTLE GREBE Tachybaptus ruficollis,2005-09-18,1,(AC/AVC),Lorong Halus,"2 at Lorong Halus, 10/7 (AC).  1 at Lorong Halus, 18/9 (AC/AVC)."
LITTLE EGRET Egretta garzetta,2005-07-10,4,(KSK/WK/LKS),Lower Seletar Dam,"4 at Lower Seletar Dam, 10/7 (KSK/WK/LKS), 32 at SBWR Route 1, 10/7 (WF), 74 at SBWR Route 2, 10/7 (DA/PAR), 6 at Lorong Halus, 10/7 (AC), 1 at Khatib Bongsu, 10/7 (HHC/CN), 24 at Sungei Mandai, 10/7 (LKK/TSK), 9 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT) and 1 at Bishan Park, 10/7 (CKC/Mk).   At SBWR, 61 were counted on 10/9 (LKS), 20 on 18/9 (DA/PAH) and 7 on 25/9 (LKS). Also 2 at Pulau Ubin, 18/9 (AJ), 5 at Lorong Halus, 18/9 (AC/AVC), 24 at Sungei Mandai, 18/9 (LKK), 1 at Kranji Dam, 25/9 (LKS) and 8 at Sungei Pangsua, 25/9 (LKS)."
LITTLE EGRET Egretta garzetta,2005-07-10,32,(WF),SBWR,"4 at Lower Seletar Dam, 10/7 (KSK/WK/LKS), 32 at SBWR Route 1, 10/7 (WF), 74 at SBWR Route 2, 10/7 (DA/PAR), 6 at Lorong Halus, 10/7 (AC), 1 at Khatib Bongsu, 10/7 (HHC/CN), 24 at Sungei Mandai, 10/7 (LKK/TSK), 9 at Neo Tiew Lane 2, 10/7 (HFH/NK/IT) and 1 at Bishan Park, 10/7 (CKC/Mk).   At SBWR, 61 were counted on 10/9 (LKS), 20 on 18/9 (DA/PAH) and 7 on 25/9 (LKS). Also 2 at Pulau Ubin, 18/9 (AJ), 5 at Lorong Halus, 18/9 (AC/AVC), 24 at Sungei Mandai, 18/9 (LKK), 1 at Kranji Dam, 25/9 (LKS) and 8 at Sungei Pangsua, 25/9 (LKS)."
